#Keyword Types: 12
#Keyword Tokens: 1208
#Search Hits: 0
1	27	+	55.77	0.0058	шахта
2	19	+	52.31	0.0041	бабушка
3	245	+	51.81	0.0401	ты
4	467	+	41.25	0.0584	я
5	9	+	27.05	0.0019	тетка
6	25	+	25.16	0.0053	зачем
7	15	+	24.08	0.0032	фабрика
8	8	+	23.8	0.0017	рисунок
9	352	+	23.03	0.0484	фио
10	25	+	20.28	0.0053	мама
11	8	+	20.11	0.0017	дворец
12	8	+	20.11	0.0017	ткань
