#Keyword Types: 14
#Keyword Tokens: 1775
#Search Hits: 0
1	94	+	108.15	0.0116	сэр
2	55	+	91.27	0.0068	америка
3	56	+	71.8	0.007	ребенок
4	472	+	63.87	0.0478	вы
5	786	+	57.82	0.0684	я
6	61	+	38.53	0.0075	мистер
7	24	+	28.3	0.003	честный
8	12	+	26.75	0.0015	висок
9	64	+	26.44	0.0078	который
10	15	+	25.35	0.0019	миссис
11	46	+	23.64	0.0057	русский
12	36	+	22.19	0.0045	война
13	26	+	21.23	0.0032	школа
14	28	+	18.49	0.0035	советский
